id,title,subtitle,category,subcategory,cover,rating,pages,language,price,is_premium,is_new,is_trending,description
214,Home Security,A comprehensive guide to home security,Global,Self-Defense,/covers/cover_214.jpg,4.5,398,english,700,false,true,true,"Discover the depth and beauty of Home Security. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
215,Women's Self-Defense,A comprehensive guide to women's self-defense,Global,Self-Defense,/covers/cover_215.jpg,4.6,405,bilingual,650,true,true,true,"Discover the depth and beauty of Women's Self-Defense. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
216,Martial Arts Basics,A comprehensive guide to martial arts basics,Global,Self-Defense,/covers/cover_216.jpg,4.7,412,urdu,550,false,true,true,"Discover the depth and beauty of Martial Arts Basics. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
217,Emergency Response,A comprehensive guide to emergency response,Global,Self-Defense,/covers/cover_217.jpg,4.8,419,english,500,false,false,true,"Discover the depth and beauty of Emergency Response. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
218,Street Awareness,A comprehensive guide to street awareness,Global,Self-Defense,/covers/cover_218.jpg,4.9,426,bilingual,650,false,false,false,"Discover the depth and beauty of Street Awareness. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
219,Defense Techniques,A comprehensive guide to defense techniques,Global,Self-Defense,/covers/cover_219.jpg,5.0,433,urdu,550,false,true,true,"Discover the depth and beauty of Defense Techniques. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
220,Safety for Travelers,A comprehensive guide to safety for travelers,Global,Self-Defense,/covers/cover_220.jpg,5.1,440,english,650,true,false,false,"Discover the depth and beauty of Safety for Travelers. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
221,Public Speaking,A comprehensive guide to public speaking,Global,Communication,/covers/cover_221.jpg,3.5,447,bilingual,450,false,false,false,"Discover the depth and beauty of Public Speaking. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
222,Persuasion Skills,A comprehensive guide to persuasion skills,Global,Communication,/covers/cover_222.jpg,3.6,454,urdu,650,false,true,true,"Discover the depth and beauty of Persuasion Skills. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
223,Storytelling Power,A comprehensive guide to storytelling power,Global,Communication,/covers/cover_223.jpg,3.7,461,english,400,false,false,false,"Discover the depth and beauty of Storytelling Power. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
224,Writing Excellence,A comprehensive guide to writing excellence,Global,Communication,/covers/cover_224.jpg,3.8,468,bilingual,750,false,true,true,"Discover the depth and beauty of Writing Excellence. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
225,Presentation Skills,A comprehensive guide to presentation skills,Global,Communication,/covers/cover_225.jpg,3.9,475,urdu,350,true,true,true,"Discover the depth and beauty of Presentation Skills. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
226,Negotiation Tactics,A comprehensive guide to negotiation tactics,Global,Communication,/covers/cover_226.jpg,4.0,482,english,450,false,false,false,"Discover the depth and beauty of Negotiation Tactics. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
227,Digital Communication,A comprehensive guide to digital communication,Global,Communication,/covers/cover_227.jpg,4.1,489,bilingual,650,false,false,false,"Discover the depth and beauty of Digital Communication. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
228,Body Language,A comprehensive guide to body language,Global,Communication,/covers/cover_228.jpg,4.2,496,urdu,500,false,false,false,"Discover the depth and beauty of Body Language. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
229,Active Listening,A comprehensive guide to active listening,Global,Communication,/covers/cover_229.jpg,4.3,103,english,650,false,false,false,"Discover the depth and beauty of Active Listening. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
230,Speech Mastery,A comprehensive guide to speech mastery,Global,Communication,/covers/cover_230.jpg,4.4,110,bilingual,650,true,false,false,"Discover the depth and beauty of Speech Mastery. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
231,Islamic Art History,A comprehensive guide to islamic art history,Global,Arts & Culture,/covers/cover_231.jpg,4.5,117,urdu,700,false,false,true,"Discover the depth and beauty of Islamic Art History. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
232,Arabic Calligraphy,A comprehensive guide to arabic calligraphy,Global,Arts & Culture,/covers/cover_232.jpg,4.6,124,english,500,false,false,false,"Discover the depth and beauty of Arabic Calligraphy. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
233,History of Architecture,A comprehensive guide to history of architecture,Global,Arts & Culture,/covers/cover_233.jpg,4.7,131,bilingual,600,false,false,false,"Discover the depth and beauty of History of Architecture. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
234,World Literature,A comprehensive guide to world literature,Global,Arts & Culture,/covers/cover_234.jpg,4.8,138,urdu,550,false,false,false,"Discover the depth and beauty of World Literature. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
235,Cultural Appreciation,A comprehensive guide to cultural appreciation,Global,Arts & Culture,/covers/cover_235.jpg,4.9,145,english,700,true,false,false,"Discover the depth and beauty of Cultural Appreciation. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
236,Photography Skills,A comprehensive guide to photography skills,Global,Arts & Culture,/covers/cover_236.jpg,5.0,152,bilingual,350,false,false,false,"Discover the depth and beauty of Photography Skills. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
237,Digital Art,A comprehensive guide to digital art,Global,Arts & Culture,/covers/cover_237.jpg,5.1,159,urdu,800,false,false,false,"Discover the depth and beauty of Digital Art. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
238,Music Appreciation,A comprehensive guide to music appreciation,Global,Arts & Culture,/covers/cover_238.jpg,3.5,166,english,350,false,false,true,"Discover the depth and beauty of Music Appreciation. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
239,Film Studies,A comprehensive guide to film studies,Global,Arts & Culture,/covers/cover_239.jpg,3.6,173,bilingual,700,false,false,false,"Discover the depth and beauty of Film Studies. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
240,Heritage Preservation,A comprehensive guide to heritage preservation,Global,Arts & Culture,/covers/cover_240.jpg,3.7,180,urdu,500,true,false,false,"Discover the depth and beauty of Heritage Preservation. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
241,Football Tactics,A comprehensive guide to football tactics,Global,Sports & Fitness,/covers/cover_241.jpg,3.8,187,english,750,false,false,false,"Discover the depth and beauty of Football Tactics. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
242,Cricket Mastery,A comprehensive guide to cricket mastery,Global,Sports & Fitness,/covers/cover_242.jpg,3.9,194,bilingual,350,false,false,false,"Discover the depth and beauty of Cricket Mastery. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
243,Fitness Fundamentals,A comprehensive guide to fitness fundamentals,Global,Sports & Fitness,/covers/cover_243.jpg,4.0,201,urdu,350,false,false,false,"Discover the depth and beauty of Fitness Fundamentals. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
244,Nutrition for Athletes,A comprehensive guide to nutrition for athletes,Global,Sports & Fitness,/covers/cover_244.jpg,4.1,208,english,400,false,false,false,"Discover the depth and beauty of Nutrition for Athletes. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
245,Sports Psychology,A comprehensive guide to sports psychology,Global,Sports & Fitness,/covers/cover_245.jpg,4.2,215,bilingual,650,true,false,true,"Discover the depth and beauty of Sports Psychology. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
246,Running Guide,A comprehensive guide to running guide,Global,Sports & Fitness,/covers/cover_246.jpg,4.3,222,urdu,500,false,false,false,"Discover the depth and beauty of Running Guide. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
247,Swimming Techniques,A comprehensive guide to swimming techniques,Global,Sports & Fitness,/covers/cover_247.jpg,4.4,229,english,650,false,false,false,"Discover the depth and beauty of Swimming Techniques. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
248,Cycling Adventures,A comprehensive guide to cycling adventures,Global,Sports & Fitness,/covers/cover_248.jpg,4.5,236,bilingual,450,false,false,false,"Discover the depth and beauty of Cycling Adventures. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
249,Yoga and Flexibility,A comprehensive guide to yoga and flexibility,Global,Sports & Fitness,/covers/cover_249.jpg,4.6,243,urdu,750,false,false,false,"Discover the depth and beauty of Yoga and Flexibility. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
250,Strength Training,A comprehensive guide to strength training,Global,Sports & Fitness,/covers/cover_250.jpg,4.7,250,english,700,true,false,false,"Discover the depth and beauty of Strength Training. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
251,Inner Peace,A comprehensive guide to inner peace,Global,Spirituality,/covers/cover_251.jpg,4.8,257,bilingual,450,false,false,false,"Discover the depth and beauty of Inner Peace. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
252,Meditation Guide,A comprehensive guide to meditation guide,Global,Spirituality,/covers/cover_252.jpg,4.9,264,urdu,450,false,false,true,"Discover the depth and beauty of Meditation Guide. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
253,Spiritual Growth,A comprehensive guide to spiritual growth,Global,Spirituality,/covers/cover_253.jpg,5.0,271,english,350,false,false,false,"Discover the depth and beauty of Spiritual Growth. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
254,Finding Purpose,A comprehensive guide to finding purpose,Global,Spirituality,/covers/cover_254.jpg,5.1,278,bilingual,650,false,false,false,"Discover the depth and beauty of Finding Purpose. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
255,Mindfulness Practice,A comprehensive guide to mindfulness practice,Global,Spirituality,/covers/cover_255.jpg,3.5,285,urdu,350,true,false,false,"Discover the depth and beauty of Mindfulness Practice. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
256,Gratitude Journal,A comprehensive guide to gratitude journal,Global,Spirituality,/covers/cover_256.jpg,3.6,292,english,750,false,false,false,"Discover the depth and beauty of Gratitude Journal. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
257,Soul Connection,A comprehensive guide to soul connection,Global,Spirituality,/covers/cover_257.jpg,3.7,299,bilingual,750,false,false,false,"Discover the depth and beauty of Soul Connection. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
258,Conscious Living,A comprehensive guide to conscious living,Global,Spirituality,/covers/cover_258.jpg,3.8,306,urdu,650,false,false,false,"Discover the depth and beauty of Conscious Living. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
259,Personal Growth,A comprehensive guide to personal growth,Global,Spirituality,/covers/cover_259.jpg,3.9,313,english,400,false,false,true,"Discover the depth and beauty of Personal Growth. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
260,Life Balance,A comprehensive guide to life balance,Global,Spirituality,/covers/cover_260.jpg,4.0,320,bilingual,450,true,false,false,"Discover the depth and beauty of Life Balance. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
261,World History,A comprehensive guide to world history,Global,General Knowledge,/covers/cover_261.jpg,4.1,327,urdu,600,false,false,false,"Discover the depth and beauty of World History. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
262,Geography Atlas,A comprehensive guide to geography atlas,Global,General Knowledge,/covers/cover_262.jpg,4.2,334,english,500,false,false,false,"Discover the depth and beauty of Geography Atlas. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
263,Political Systems,A comprehensive guide to political systems,Global,General Knowledge,/covers/cover_263.jpg,4.3,341,bilingual,550,false,false,false,"Discover the depth and beauty of Political Systems. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
264,Economic Basics,A comprehensive guide to economic basics,Global,General Knowledge,/covers/cover_264.jpg,4.4,348,urdu,450,false,false,false,"Discover the depth and beauty of Economic Basics. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
265,Philosophy Introduction,A comprehensive guide to philosophy introduction,Global,General Knowledge,/covers/cover_265.jpg,4.5,355,english,550,true,false,false,"Discover the depth and beauty of Philosophy Introduction. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
266,Logic and Reasoning,A comprehensive guide to logic and reasoning,Global,General Knowledge,/covers/cover_266.jpg,4.6,362,bilingual,550,false,false,true,"Discover the depth and beauty of Logic and Reasoning. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
267,Critical Thinking,A comprehensive guide to critical thinking,Global,General Knowledge,/covers/cover_267.jpg,4.7,369,urdu,350,false,false,false,"Discover the depth and beauty of Critical Thinking. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
268,World Religions,A comprehensive guide to world religions,Global,General Knowledge,/covers/cover_268.jpg,4.8,376,english,550,false,false,false,"Discover the depth and beauty of World Religions. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
269,Cultural Studies,A comprehensive guide to cultural studies,Global,General Knowledge,/covers/cover_269.jpg,4.9,383,bilingual,400,false,false,false,"Discover the depth and beauty of Cultural Studies. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
270,Current Affairs,A comprehensive guide to current affairs,Global,General Knowledge,/covers/cover_270.jpg,5.0,390,urdu,500,true,false,false,"Discover the depth and beauty of Current Affairs. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
271,Ihram Guide,A comprehensive guide to ihram guide,Islamic,Hajj & Umrah,/covers/cover_271.jpg,5.1,397,english,450,false,false,false,"Discover the depth and beauty of Ihram Guide. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
272,Tawaf Explained,A comprehensive guide to tawaf explained,Islamic,Hajj & Umrah,/covers/cover_272.jpg,3.5,404,bilingual,750,false,false,false,"Discover the depth and beauty of Tawaf Explained. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
273,Sa'i Walk,A comprehensive guide to sa'i walk,Islamic,Hajj & Umrah,/covers/cover_273.jpg,3.6,411,urdu,600,false,false,true,"Discover the depth and beauty of Sa'i Walk. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
274,Mina and Arafat,A comprehensive guide to mina and arafat,Islamic,Hajj & Umrah,/covers/cover_274.jpg,3.7,418,english,650,false,false,false,"Discover the depth and beauty of Mina and Arafat. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
275,Hajj Mistakes to Avoid,A comprehensive guide to hajj mistakes to avoid,Islamic,Hajj & Umrah,/covers/cover_275.jpg,3.8,425,bilingual,400,true,false,false,"Discover the depth and beauty of Hajj Mistakes to Avoid. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
276,Women's Hajj Guide,A comprehensive guide to women's hajj guide,Islamic,Hajj & Umrah,/covers/cover_276.jpg,3.9,432,urdu,550,false,false,false,"Discover the depth and beauty of Women's Hajj Guide. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
277,Hajj with Children,A comprehensive guide to hajj with children,Islamic,Hajj & Umrah,/covers/cover_277.jpg,4.0,439,english,700,false,false,false,"Discover the depth and beauty of Hajj with Children. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
278,Budget Hajj,A comprehensive guide to budget hajj,Islamic,Hajj & Umrah,/covers/cover_278.jpg,4.1,446,bilingual,550,false,false,false,"Discover the depth and beauty of Budget Hajj. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
279,Hajj Health Tips,A comprehensive guide to hajj health tips,Islamic,Hajj & Umrah,/covers/cover_279.jpg,4.2,453,urdu,600,false,false,false,"Discover the depth and beauty of Hajj Health Tips. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
280,Last Minute Hajj Prep,A comprehensive guide to last minute hajj prep,Islamic,Hajj & Umrah,/covers/cover_280.jpg,4.3,460,english,450,true,false,true,"Discover the depth and beauty of Last Minute Hajj Prep. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
281,Quran Memorization,A comprehensive guide to quran memorization,Islamic,Quran & Hadith,/covers/cover_281.jpg,4.4,467,bilingual,500,false,false,false,"Discover the depth and beauty of Quran Memorization. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
282,Tajweed Rules,A comprehensive guide to tajweed rules,Islamic,Quran & Hadith,/covers/cover_282.jpg,4.5,474,urdu,750,false,false,false,"Discover the depth and beauty of Tajweed Rules. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
283,Quran Themes,A comprehensive guide to quran themes,Islamic,Quran & Hadith,/covers/cover_283.jpg,4.6,481,english,400,false,false,false,"Discover the depth and beauty of Quran Themes. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
284,Scientific Quran,A comprehensive guide to scientific quran,Islamic,Quran & Hadith,/covers/cover_284.jpg,4.7,488,bilingual,550,false,false,false,"Discover the depth and beauty of Scientific Quran. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
285,Quran Stories for Adults,A comprehensive guide to quran stories for adults,Islamic,Quran & Hadith,/covers/cover_285.jpg,4.8,495,urdu,450,true,false,false,"Discover the depth and beauty of Quran Stories for Adults. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
286,Sahih Muslim Selections,A comprehensive guide to sahih muslim selections,Islamic,Quran & Hadith,/covers/cover_286.jpg,4.9,102,english,350,false,false,false,"Discover the depth and beauty of Sahih Muslim Selections. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
287,Sunan Ibn Majah,A comprehensive guide to sunan ibn majah,Islamic,Quran & Hadith,/covers/cover_287.jpg,5.0,109,bilingual,800,false,false,true,"Discover the depth and beauty of Sunan Ibn Majah. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
288,Hadith on Character,A comprehensive guide to hadith on character,Islamic,Quran & Hadith,/covers/cover_288.jpg,5.1,116,urdu,300,false,false,false,"Discover the depth and beauty of Hadith on Character. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
289,Hadith on Wealth,A comprehensive guide to hadith on wealth,Islamic,Quran & Hadith,/covers/cover_289.jpg,3.5,123,english,700,false,false,false,"Discover the depth and beauty of Hadith on Wealth. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
290,Hadith on Family,A comprehensive guide to hadith on family,Islamic,Quran & Hadith,/covers/cover_290.jpg,3.6,130,bilingual,500,true,false,false,"Discover the depth and beauty of Hadith on Family. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
291,Year of Sorrow,A comprehensive guide to year of sorrow,Islamic,Seerah,/covers/cover_291.jpg,3.7,137,urdu,600,false,false,false,"Discover the depth and beauty of Year of Sorrow. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
292,Hijrah Story,A comprehensive guide to hijrah story,Islamic,Seerah,/covers/cover_292.jpg,3.8,144,english,450,false,false,false,"Discover the depth and beauty of Hijrah Story. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
293,Treaty of Hudaybiyyah,A comprehensive guide to treaty of hudaybiyyah,Islamic,Seerah,/covers/cover_293.jpg,3.9,151,bilingual,700,false,false,false,"Discover the depth and beauty of Treaty of Hudaybiyyah. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
294,Conquest of Makkah,A comprehensive guide to conquest of makkah,Islamic,Seerah,/covers/cover_294.jpg,4.0,158,urdu,600,false,false,true,"Discover the depth and beauty of Conquest of Makkah. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
295,Farewell Sermon,A comprehensive guide to farewell sermon,Islamic,Seerah,/covers/cover_295.jpg,4.1,165,english,750,true,false,false,"Discover the depth and beauty of Farewell Sermon. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
296,Prophet's Duas,A comprehensive guide to prophet's duas,Islamic,Seerah,/covers/cover_296.jpg,4.2,172,bilingual,500,false,false,false,"Discover the depth and beauty of Prophet's Duas. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
297,Prophet's Miracles,A comprehensive guide to prophet's miracles,Islamic,Seerah,/covers/cover_297.jpg,4.3,179,urdu,350,false,false,false,"Discover the depth and beauty of Prophet's Miracles. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
298,Physical Description,A comprehensive guide to physical description,Islamic,Seerah,/covers/cover_298.jpg,4.4,186,english,800,false,false,false,"Discover the depth and beauty of Physical Description. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
299,Seerah Timeline,A comprehensive guide to seerah timeline,Islamic,Seerah,/covers/cover_299.jpg,4.5,193,bilingual,600,false,false,false,"Discover the depth and beauty of Seerah Timeline. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
300,Seerah Maps,A comprehensive guide to seerah maps,Islamic,Seerah,/covers/cover_300.jpg,4.6,200,urdu,400,true,false,false,"Discover the depth and beauty of Seerah Maps. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
301,Names of Allah,A comprehensive guide to names of allah,Islamic,Aqeedah,/covers/cover_301.jpg,4.7,207,english,400,false,false,true,"Discover the depth and beauty of Names of Allah. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
302,Shirk Explained,A comprehensive guide to shirk explained,Islamic,Aqeedah,/covers/cover_302.jpg,4.8,214,bilingual,550,false,false,false,"Discover the depth and beauty of Shirk Explained. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
303,Innovation in Religion,A comprehensive guide to innovation in religion,Islamic,Aqeedah,/covers/cover_303.jpg,4.9,221,urdu,350,false,false,false,"Discover the depth and beauty of Innovation in Religion. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
304,Divine Decree,A comprehensive guide to divine decree,Islamic,Aqeedah,/covers/cover_304.jpg,5.0,228,english,500,false,false,false,"Discover the depth and beauty of Divine Decree. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
305,Life of the Grave,A comprehensive guide to life of the grave,Islamic,Aqeedah,/covers/cover_305.jpg,5.1,235,bilingual,550,true,false,false,"Discover the depth and beauty of Life of the Grave. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
306,Resurrection Day,A comprehensive guide to resurrection day,Islamic,Aqeedah,/covers/cover_306.jpg,3.5,242,urdu,550,false,false,false,"Discover the depth and beauty of Resurrection Day. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
307,Scale of Deeds,A comprehensive guide to scale of deeds,Islamic,Aqeedah,/covers/cover_307.jpg,3.6,249,english,550,false,false,false,"Discover the depth and beauty of Scale of Deeds. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
308,Bridge of Sirat,A comprehensive guide to bridge of sirat,Islamic,Aqeedah,/covers/cover_308.jpg,3.7,256,bilingual,550,false,false,true,"Discover the depth and beauty of Bridge of Sirat. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
309,Intercession,A comprehensive guide to intercession,Islamic,Aqeedah,/covers/cover_309.jpg,3.8,263,urdu,350,false,false,false,"Discover the depth and beauty of Intercession. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
310,Eternal Destination,A comprehensive guide to eternal destination,Islamic,Aqeedah,/covers/cover_310.jpg,3.9,270,english,600,true,false,false,"Discover the depth and beauty of Eternal Destination. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
311,Tasbih and Dhikr,A comprehensive guide to tasbih and dhikr,Islamic,Duas & Supplications,/covers/cover_311.jpg,4.0,277,bilingual,550,false,false,false,"Discover the depth and beauty of Tasbih and Dhikr. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
312,Tahajjud Duas,A comprehensive guide to tahajjud duas,Islamic,Duas & Supplications,/covers/cover_312.jpg,4.1,284,urdu,550,false,false,false,"Discover the depth and beauty of Tahajjud Duas. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
313,Friday Duas,A comprehensive guide to friday duas,Islamic,Duas & Supplications,/covers/cover_313.jpg,4.2,291,english,300,false,false,false,"Discover the depth and beauty of Friday Duas. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
314,Eid Duas,A comprehensive guide to eid duas,Islamic,Duas & Supplications,/covers/cover_314.jpg,4.3,298,bilingual,400,false,false,false,"Discover the depth and beauty of Eid Duas. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
315,Istikhara Guide,A comprehensive guide to istikhara guide,Islamic,Duas & Supplications,/covers/cover_315.jpg,4.4,305,urdu,450,true,false,true,"Discover the depth and beauty of Istikhara Guide. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
316,Rajab Duas,A comprehensive guide to rajab duas,Islamic,Duas & Supplications,/covers/cover_316.jpg,4.5,312,english,500,false,false,false,"Discover the depth and beauty of Rajab Duas. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
317,Shaban Duas,A comprehensive guide to shaban duas,Islamic,Duas & Supplications,/covers/cover_317.jpg,4.6,319,bilingual,500,false,false,false,"Discover the depth and beauty of Shaban Duas. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
318,Ramadan Duas,A comprehensive guide to ramadan duas,Islamic,Duas & Supplications,/covers/cover_318.jpg,4.7,326,urdu,600,false,false,false,"Discover the depth and beauty of Ramadan Duas. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
319,Hajj Duas,A comprehensive guide to hajj duas,Islamic,Duas & Supplications,/covers/cover_319.jpg,4.8,333,english,800,false,false,false,"Discover the depth and beauty of Hajj Duas. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
320,Daily Adhkar,A comprehensive guide to daily adhkar,Islamic,Duas & Supplications,/covers/cover_320.jpg,4.9,340,bilingual,600,true,false,false,"Discover the depth and beauty of Daily Adhkar. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
321,Mudarabah Explained,A comprehensive guide to mudarabah explained,Islamic,Islamic Finance,/covers/cover_321.jpg,5.0,347,urdu,650,false,false,false,"Discover the depth and beauty of Mudarabah Explained. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
322,Musharakah Basics,A comprehensive guide to musharakah basics,Islamic,Islamic Finance,/covers/cover_322.jpg,5.1,354,english,600,false,false,true,"Discover the depth and beauty of Musharakah Basics. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
